alg,puzzle,F%,solution_rate,time_mean,time_std,cycles_mean
2,25x25,35,100.0,0.930086,0.663779,51.07
2,25x25,40,100.0,2.123815,2.135695,138.18
2,25x25,45,96.0,3.936523,5.820366,333.01
2,25x25,50,100.0,1.940685,8.486472,235.36
