param_value,puzzle_size,instance,alg,alg_name,success_%,time_mean,time_std,cycles_mean,cycles_std
0.99,25x25,inst25x25_40_10.txt,2,CP-DCM-ACO,100.0,2.273481,2.365313,89.69,86.764
0.99,25x25,inst25x25_40_30.txt,2,CP-DCM-ACO,100.0,4.445517,7.614246,165.76,261.019
0.99,25x25,inst25x25_40_50.txt,2,CP-DCM-ACO,100.0,6.103399,7.998643,227.88,280.382
0.99,25x25,inst25x25_40_57.txt,2,CP-DCM-ACO,100.0,4.642029,7.230514,166.13,244.692
0.99,25x25,inst25x25_40_62.txt,2,CP-DCM-ACO,100.0,6.287842,11.004887,224.68,363.663
0.99,25x25,inst25x25_40_79.txt,2,CP-DCM-ACO,100.0,4.837094,6.705701,168.56,225.034
0.99,25x25,inst25x25_40_80.txt,2,CP-DCM-ACO,100.0,2.245293,2.110638,80.61,71.693
0.99,25x25,inst25x25_40_89.txt,2,CP-DCM-ACO,100.0,3.682996,8.596833,136.03,295.989
0.99,25x25,inst25x25_40_9.txt,2,CP-DCM-ACO,99.0,4.753324,8.030541,167.879,269.855
0.99,25x25,inst25x25_40_99.txt,2,CP-DCM-ACO,100.0,3.449906,4.239088,125.62,143.848
0.99,25x25,inst25x25_45_11.txt,2,CP-DCM-ACO,94.0,12.835144,21.19896,647.883,1026.559
0.99,25x25,inst25x25_45_15.txt,2,CP-DCM-ACO,89.0,19.781143,23.299939,965.742,1103.988
0.99,25x25,inst25x25_45_17.txt,2,CP-DCM-ACO,98.0,7.863596,14.922436,377.286,673.051
0.99,25x25,inst25x25_45_1.txt,2,CP-DCM-ACO,64.0,31.98133,32.392186,1548.203,1534.024
0.99,25x25,inst25x25_45_14.txt,2,CP-DCM-ACO,100.0,2.947051,5.67356,151.22,274.283
0.99,25x25,inst25x25_45_16.txt,2,CP-DCM-ACO,98.0,13.033966,20.759663,623.633,955.232
0.99,25x25,inst25x25_45_18.txt,2,CP-DCM-ACO,99.0,5.230054,7.275099,261.576,344.472
0.99,25x25,inst25x25_45_19.txt,2,CP-DCM-ACO,87.0,22.435758,29.684976,1114.138,1436.855
0.99,25x25,inst25x25_45_2.txt,2,CP-DCM-ACO,90.0,16.122249,21.725658,787.144,1024.971
0.99,25x25,inst25x25_45_23.txt,2,CP-DCM-ACO,98.0,14.418915,21.152907,657.796,932.214
0.99,25x25,inst25x25_45_21.txt,2,CP-DCM-ACO,87.0,23.330138,27.350208,1064.046,1209.986
0.99,25x25,inst25x25_45_26.txt,2,CP-DCM-ACO,89.0,19.549026,24.52422,970.809,1182.086
0.99,25x25,inst25x25_45_3.txt,2,CP-DCM-ACO,94.0,14.443523,21.831237,650.223,945.493
0.99,25x25,inst25x25_45_24.txt,2,CP-DCM-ACO,66.0,29.632557,29.334689,1447.697,1399.908
0.99,25x25,inst25x25_45_33.txt,2,CP-DCM-ACO,96.0,11.151212,17.695261,548.979,828.842
0.99,25x25,inst25x25_45_29.txt,2,CP-DCM-ACO,95.0,14.013516,20.605349,665.8,933.267
0.99,25x25,inst25x25_45_32.txt,2,CP-DCM-ACO,99.0,6.910688,11.700229,325.626,514.106
0.99,25x25,inst25x25_45_35.txt,2,CP-DCM-ACO,57.0,26.773369,32.02978,1359.719,1595.067
0.99,25x25,inst25x25_45_34.txt,2,CP-DCM-ACO,63.0,32.667972,33.239134,1588.778,1584.557
0.99,25x25,inst25x25_45_37.txt,2,CP-DCM-ACO,90.0,17.809444,23.042252,830.444,1036.91
0.99,25x25,inst25x25_45_40.txt,2,CP-DCM-ACO,100.0,6.694531,13.33926,296.14,526.66
0.99,25x25,inst25x25_45_40.txt,2,CP-DCM-ACO,100.0,7.511251,15.080356,329.43,600.799
