param_value,puzzle_size,instance,alg,alg_name,success_%,time_mean,time_std,cycles_mean,cycles_std
0.4,25x25,inst25x25_40_10.txt,2,CP-DCM-ACO,100.0,3.736488,3.700731,147.35,134.251
0.4,25x25,inst25x25_40_30.txt,2,CP-DCM-ACO,100.0,6.121807,6.314477,229.86,220.773
0.4,25x25,inst25x25_40_50.txt,2,CP-DCM-ACO,100.0,6.384422,4.62961,243.52,165.61
0.4,25x25,inst25x25_40_57.txt,2,CP-DCM-ACO,100.0,5.928547,5.012892,220.4,173.521
0.4,25x25,inst25x25_40_62.txt,2,CP-DCM-ACO,100.0,8.2341,7.492703,314.8,268.275
0.4,25x25,inst25x25_40_79.txt,2,CP-DCM-ACO,100.0,5.118526,4.268186,196.13,151.319
0.4,25x25,inst25x25_40_80.txt,2,CP-DCM-ACO,100.0,3.150127,3.059684,125.79,111.981
0.4,25x25,inst25x25_40_89.txt,2,CP-DCM-ACO,100.0,3.600226,3.454701,147.96,129.595
0.4,25x25,inst25x25_40_9.txt,2,CP-DCM-ACO,100.0,5.265028,4.330983,208.11,159.856
0.4,25x25,inst25x25_40_99.txt,2,CP-DCM-ACO,100.0,3.910777,3.640852,158.32,135.678
0.4,25x25,inst25x25_45_1.txt,2,CP-DCM-ACO,82.0,30.779671,29.859859,1560.085,1472.896
0.4,25x25,inst25x25_45_11.txt,2,CP-DCM-ACO,99.0,7.473341,11.969552,410.768,617.113
0.4,25x25,inst25x25_45_14.txt,2,CP-DCM-ACO,100.0,3.1528,7.898082,174.3,409.736
0.4,25x25,inst25x25_45_15.txt,2,CP-DCM-ACO,99.0,13.645694,16.727146,710.273,828.878
0.4,25x25,inst25x25_45_16.txt,2,CP-DCM-ACO,99.0,9.074886,16.919063,467.899,832.756
0.4,25x25,inst25x25_45_17.txt,2,CP-DCM-ACO,100.0,7.595827,9.837169,374.34,464.132
0.4,25x25,inst25x25_45_18.txt,2,CP-DCM-ACO,100.0,3.975911,5.736607,205.14,276.81
0.4,25x25,inst25x25_45_19.txt,2,CP-DCM-ACO,98.0,12.289289,14.960768,645.929,754.806
0.4,25x25,inst25x25_45_2.txt,2,CP-DCM-ACO,97.0,9.33242,14.375057,485.876,712.376
0.4,25x25,inst25x25_45_21.txt,2,CP-DCM-ACO,99.0,18.787387,24.438321,902.152,1139.997
0.4,25x25,inst25x25_45_23.txt,2,CP-DCM-ACO,100.0,11.079746,16.832174,531.54,780.697
0.4,25x25,inst25x25_45_24.txt,2,CP-DCM-ACO,84.0,30.326526,24.555385,1557.833,1237.534
0.4,25x25,inst25x25_45_26.txt,2,CP-DCM-ACO,99.0,14.629075,20.621763,767.677,1058.225
0.4,25x25,inst25x25_45_29.txt,2,CP-DCM-ACO,100.0,7.990535,10.883893,409.3,524.831
0.4,25x25,inst25x25_45_3.txt,2,CP-DCM-ACO,99.0,11.729599,17.345603,561.343,794.136
0.4,25x25,inst25x25_45_32.txt,2,CP-DCM-ACO,100.0,5.381802,6.899524,270.73,327.439
0.4,25x25,inst25x25_45_33.txt,2,CP-DCM-ACO,99.0,6.58494,9.031742,353.141,453.309
0.4,25x25,inst25x25_45_34.txt,2,CP-DCM-ACO,87.0,23.171222,24.527562,1211.851,1252.647
0.4,25x25,inst25x25_45_35.txt,2,CP-DCM-ACO,84.0,21.211701,21.491128,1147.571,1129.493
0.4,25x25,inst25x25_45_36.txt,2,CP-DCM-ACO,98.0,13.519103,17.692625,674.949,855.298
0.4,25x25,inst25x25_45_37.txt,2,CP-DCM-ACO,98.0,9.871165,11.087246,500.867,540.699
0.4,25x25,inst25x25_45_4.txt,2,CP-DCM-ACO,98.0,14.024537,20.129927,744.582,1034.73
0.4,25x25,inst25x25_45_40.txt,2,CP-DCM-ACO,100.0,3.008531,3.411272,162.13,170.507
