instance,alg,alg_name,rep,success,time,cycles
inst25x25_40_10.txt,2,CP-DCM-ACO,1,1,4.18114,72
inst25x25_40_10.txt,2,CP-DCM-ACO,2,1,4.45558,76
inst25x25_40_10.txt,2,CP-DCM-ACO,4,1,1.45636,25
inst25x25_40_10.txt,2,CP-DCM-ACO,3,1,2.10077,36
inst25x25_40_10.txt,2,CP-DCM-ACO,6,1,0.651942,11
inst25x25_40_10.txt,2,CP-DCM-ACO,5,1,3.53853,60
inst25x25_40_10.txt,2,CP-DCM-ACO,7,1,3.08281,52
inst25x25_40_10.txt,2,CP-DCM-ACO,8,1,1.18355,20
inst25x25_40_10.txt,2,CP-DCM-ACO,9,1,0.727926,12
inst25x25_40_10.txt,2,CP-DCM-ACO,11,1,1.59267,27
inst25x25_40_10.txt,2,CP-DCM-ACO,10,1,2.27382,38
inst25x25_40_10.txt,2,CP-DCM-ACO,13,1,2.76871,45
inst25x25_40_10.txt,2,CP-DCM-ACO,14,1,0.19824,3
inst25x25_40_10.txt,2,CP-DCM-ACO,12,1,6.3218,104
inst25x25_40_10.txt,2,CP-DCM-ACO,15,1,2.98912,50
inst25x25_40_10.txt,2,CP-DCM-ACO,16,1,3.07354,50
inst25x25_40_10.txt,2,CP-DCM-ACO,17,1,5.40908,88
inst25x25_40_10.txt,2,CP-DCM-ACO,18,1,3.41246,57
inst25x25_40_10.txt,2,CP-DCM-ACO,19,1,1.85426,32
inst25x25_40_10.txt,2,CP-DCM-ACO,20,1,1.40539,24
inst25x25_40_10.txt,2,CP-DCM-ACO,21,1,1.02021,17
inst25x25_40_10.txt,2,CP-DCM-ACO,23,1,2.90874,50
inst25x25_40_10.txt,2,CP-DCM-ACO,22,1,5.67385,95
inst25x25_40_10.txt,2,CP-DCM-ACO,24,1,2.55785,43
inst25x25_40_10.txt,2,CP-DCM-ACO,25,1,1.38055,23
inst25x25_40_10.txt,2,CP-DCM-ACO,27,1,1.16909,19
inst25x25_40_10.txt,2,CP-DCM-ACO,28,1,1.83983,31
inst25x25_40_10.txt,2,CP-DCM-ACO,29,1,1.27593,21
inst25x25_40_10.txt,2,CP-DCM-ACO,30,1,2.8798,48
inst25x25_40_10.txt,2,CP-DCM-ACO,26,1,8.20662,137
inst25x25_40_10.txt,2,CP-DCM-ACO,31,1,3.58532,60
inst25x25_40_10.txt,2,CP-DCM-ACO,32,1,6.05111,99
inst25x25_40_10.txt,2,CP-DCM-ACO,33,1,3.12808,51
inst25x25_40_10.txt,2,CP-DCM-ACO,34,1,3.63842,60
inst25x25_40_10.txt,2,CP-DCM-ACO,36,1,4.56922,71
inst25x25_40_10.txt,2,CP-DCM-ACO,37,1,0.493447,8
inst25x25_40_10.txt,2,CP-DCM-ACO,35,1,9.41508,148
inst25x25_40_10.txt,2,CP-DCM-ACO,38,1,2.64076,45
inst25x25_40_10.txt,2,CP-DCM-ACO,39,1,2.08843,36
inst25x25_40_10.txt,2,CP-DCM-ACO,40,1,2.81129,47
inst25x25_40_10.txt,2,CP-DCM-ACO,41,1,2.84115,48
inst25x25_40_10.txt,2,CP-DCM-ACO,42,1,1.05248,18
inst25x25_40_10.txt,2,CP-DCM-ACO,43,1,2.00133,33
inst25x25_40_10.txt,2,CP-DCM-ACO,44,1,3.01287,49
inst25x25_40_10.txt,2,CP-DCM-ACO,45,1,4.98567,81
inst25x25_40_10.txt,2,CP-DCM-ACO,46,1,5.08923,84
inst25x25_40_10.txt,2,CP-DCM-ACO,47,1,1.3869,24
inst25x25_40_10.txt,2,CP-DCM-ACO,49,1,1.39029,24
inst25x25_40_10.txt,2,CP-DCM-ACO,48,1,1.67882,29
inst25x25_40_10.txt,2,CP-DCM-ACO,50,1,3.25738,55
