instance,alg,alg_name,rep,success,time,cycles
16x16_02203.txt,0,CP-ACS,2,1,0.00557391,1
16x16_02203.txt,0,CP-ACS,1,1,0.0235246,5
16x16_02203.txt,0,CP-ACS,6,1,0.0286962,7
16x16_02203.txt,0,CP-ACS,7,1,0.0459528,11
16x16_02203.txt,0,CP-ACS,8,1,0.0130643,3
16x16_02203.txt,0,CP-ACS,9,1,0.0294926,7
16x16_02203.txt,0,CP-ACS,5,1,0.154228,35
16x16_02203.txt,0,CP-ACS,11,1,0.0100193,2
16x16_02203.txt,0,CP-ACS,12,1,0.0544111,13
16x16_02203.txt,0,CP-ACS,13,1,0.0201023,4
16x16_02203.txt,0,CP-ACS,10,1,0.132561,31
16x16_02203.txt,0,CP-ACS,14,1,0.0128749,3
16x16_02203.txt,0,CP-ACS,15,1,0.0091893,2
16x16_02203.txt,0,CP-ACS,16,1,0.0134777,3
16x16_02203.txt,0,CP-ACS,18,1,0.00544441,1
16x16_02203.txt,0,CP-ACS,17,1,0.0138971,3
16x16_02203.txt,0,CP-ACS,20,1,0.240398,55
16x16_02203.txt,0,CP-ACS,21,1,0.0101818,2
16x16_02203.txt,0,CP-ACS,22,1,0.0304349,7
16x16_02203.txt,0,CP-ACS,23,1,0.00984741,2
16x16_02203.txt,0,CP-ACS,24,1,0.073288,18
16x16_02203.txt,0,CP-ACS,25,1,0.22313,51
16x16_02203.txt,0,CP-ACS,26,1,0.512919,120
16x16_02203.txt,0,CP-ACS,19,1,2.081,465
16x16_02203.txt,0,CP-ACS,28,1,0.0199429,4
16x16_02203.txt,0,CP-ACS,29,1,0.0948424,21
16x16_02203.txt,0,CP-ACS,30,1,0.0351166,8
16x16_02203.txt,0,CP-ACS,31,1,0.00972681,2
16x16_02203.txt,0,CP-ACS,32,1,0.0174139,4
16x16_02203.txt,0,CP-ACS,3,1,3.50754,813
16x16_02203.txt,0,CP-ACS,34,1,0.0295367,6
16x16_02203.txt,0,CP-ACS,35,1,0.010367,2
16x16_02203.txt,0,CP-ACS,36,1,0.035726,7
16x16_02203.txt,0,CP-ACS,37,1,0.0112348,2
16x16_02203.txt,0,CP-ACS,38,1,0.011477,2
